Export Time, Export Time Seconds, Last Cycle Count
2022-Mar-18-14:17:43,1647631063,21051

IntID,WARNID,Warn Text,Source,Type,Class,Subclass,Annotation,Reboot Count,Reinit Count,Retry Count,Clear Count,Set,Cleared,Elapsed,Response Time,Temperature,E10 Mode,OpMode,Station Mode,Tester Mode,Air P Low,Part Count,Cycle Count,User ID,Handler ID,Site ID
39,4310,WARNING4310-Right_TS_3A  has received a board failure notification.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,04:00:23 04-Feb-2022,04:00:28 04-Feb-2022,00:00:05,590,-45.0,Productive,Initializing,1,1,0,0,0,NA,MTX-04,FSAUS
40,4411,WARNING4411-Zone Right_TS_4A is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,04:00:23 04-Feb-2022,04:08:42 04-Feb-2022,00:08:19,590,-45.0,Productive,Initializing,1,1,0,0,0,NA,MTX-04,FSAUS
41,4308,WARNING4308-Right_TS_1A  experiencing invalid RTD data read.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,04:00:23 04-Feb-2022,04:00:29 04-Feb-2022,00:00:06,590,-45.0,Productive,Initializing,1,1,0,0,0,NA,MTX-04,FSAUS
42,4309,WARNING4309-Right_TS_2A  has received a board failure notification.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,04:00:24 04-Feb-2022,04:00:27 04-Feb-2022,00:00:03,589,-45.0,Productive,Initializing,1,1,0,0,0,NA,MTX-04,FSAUS
43,4318,WARNING4318-Right_TS_3B  has received a board failure notification.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,04:00:25 04-Feb-2022,04:00:25 04-Feb-2022,00:00:00,588,-45.0,Productive,Initializing,1,1,0,0,0,NA,MTX-04,FSAUS
44,4316,WARNING4316-Right_TS_1B  experiencing invalid RTD data read.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,04:00:26 04-Feb-2022,04:00:26 04-Feb-2022,00:00:00,587,-45.0,Productive,Initializing,1,1,0,0,0,NA,MTX-04,FSAUS
45,9001,WARNING9001-*Configuration Validation Rule Violation has occurred.,Machine:UI,0,0,Other,0,0,0,0,0,04:00:28 04-Feb-2022,04:10:19 04-Feb-2022,00:09:51,585,-45.0,Productive,Initializing,1,1,0,0,0,NA,MTX-04,FSAUS
46,4419,WARNING4419-Zone Right_TS_4B is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,04:01:03 04-Feb-2022,04:08:43 04-Feb-2022,00:07:40,550,-45.0,Productive,Initializing,1,1,0,0,0,NA,MTX-04,FSAUS
47,4417,WARNING4417-Zone Right_TS_2B is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,04:02:11 04-Feb-2022,04:03:35 04-Feb-2022,00:01:24,482,-45.0,Productive,Initializing,1,1,0,0,0,NA,MTX-04,FSAUS
48,4409,WARNING4409-Zone Right_TS_2A is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,04:02:13 04-Feb-2022,04:04:47 04-Feb-2022,00:02:34,480,-45.0,Productive,Initializing,1,1,0,0,0,NA,MTX-04,FSAUS
49,4425,WARNING4425-Zone Right_TS_2C is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,04:05:24 04-Feb-2022,04:08:43 04-Feb-2022,00:03:19,289,-45.0,Productive,Initializing,1,1,0,0,0,NA,MTX-04,FSAUS
50,4336,WARNING4336-Contactor  experiencing invalid RTD data read on Zone Proxim,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,04:10:12 04-Feb-2022,04:10:16 04-Feb-2022,00:00:04,519,-45.0,Productive,Initializing,1,1,0,0,0,NA,MTX-04,FSAUS
51,4411,WARNING4411-Zone Right_TS_4A is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,04:18:51 04-Feb-2022,04:20:23 04-Feb-2022,00:01:32,883,-45.0,Productive,Initializing,1,1,0,0,0,NA,MTX-04,FSAUS
52,4416,WARNING4416-Zone Right_TS_1B is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,04:18:51 04-Feb-2022,04:19:12 04-Feb-2022,00:00:21,883,-45.0,Productive,Initializing,1,1,0,0,0,NA,MTX-04,FSAUS
53,4419,WARNING4419-Zone Right_TS_4B is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,04:18:52 04-Feb-2022,04:20:06 04-Feb-2022,00:01:14,882,-45.0,Productive,Initializing,1,1,0,0,0,NA,MTX-04,FSAUS
54,4424,WARNING4424-Zone Right_TS_1C is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,04:18:52 04-Feb-2022,04:20:43 04-Feb-2022,00:01:51,882,-45.0,Productive,Initializing,1,1,0,0,0,NA,MTX-04,FSAUS
55,4425,WARNING4425-Zone Right_TS_2C is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,04:18:52 04-Feb-2022,04:20:50 04-Feb-2022,00:01:58,882,-45.0,Productive,Initializing,1,1,0,0,0,NA,MTX-04,FSAUS
56,4427,WARNING4427-Zone Right_TS_4C is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,04:18:52 04-Feb-2022,04:20:51 04-Feb-2022,00:01:59,882,-45.0,Productive,Initializing,1,1,0,0,0,NA,MTX-04,FSAUS
57,4432,WARNING4432-Zone Right_TS_1D is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,04:18:53 04-Feb-2022,04:20:37 04-Feb-2022,00:01:44,881,-45.0,Productive,Initializing,1,1,0,0,0,NA,MTX-04,FSAUS
58,4433,WARNING4433-Zone Right_TS_2D is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,04:18:53 04-Feb-2022,04:29:17 04-Feb-2022,00:10:24,881,-45.0,Productive,Initializing,1,1,0,0,0,NA,MTX-04,FSAUS
59,4435,WARNING4435-Zone Right_TS_4D is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,04:18:53 04-Feb-2022,04:29:50 04-Feb-2022,00:10:57,881,-45.0,Productive,Initializing,1,1,0,0,0,NA,MTX-04,FSAUS
60,4317,WARNING4317-Right_TS_2B  reporting invalid temperature data.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,04:20:49 04-Feb-2022,04:20:55 04-Feb-2022,00:00:06,765,-45.0,Productive,Initializing,1,1,0,0,0,NA,MTX-04,FSAUS
61,4325,WARNING4325-Right_TS_2C  experiencing invalid RTD data read.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,04:20:50 04-Feb-2022,04:20:51 04-Feb-2022,00:00:01,764,-45.0,Productive,Initializing,1,1,0,0,0,NA,MTX-04,FSAUS
62,4327,WARNING4327-Right_TS_4C  experiencing invalid RTD data read.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,04:20:51 04-Feb-2022,04:20:52 04-Feb-2022,00:00:01,763,-45.0,Productive,Initializing,1,1,0,0,0,NA,MTX-04,FSAUS
63,9001,WARNING9001-*Configuration Validation Rule Violation has occurred.,Machine:UI,0,0,Other,0,0,0,0,0,04:20:55 04-Feb-2022,04:20:58 04-Feb-2022,00:00:03,759,-45.0,Productive,Initializing,1,1,0,0,0,NA,MTX-04,FSAUS
64,4309,WARNING4309-Right_TS_2A  reporting invalid temperature data.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,04:26:39 04-Feb-2022,04:26:40 04-Feb-2022,00:00:01,415,-45.0,Productive,Initializing,1,1,0,0,0,NA,MTX-04,FSAUS
65,4308,WARNING4308-Right_TS_1A  reporting invalid temperature data.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,04:33:34 04-Feb-2022,04:33:39 04-Feb-2022,00:00:05,1356,-45.0,Productive,Initializing,1,1,0,0,0,NA,MTX-04,FSAUS
66,4335,WARNING4335-Right_TS_4D  reporting invalid temperature data.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,04:33:36 04-Feb-2022,04:33:38 04-Feb-2022,00:00:02,1354,-45.0,Productive,Initializing,1,1,0,0,0,NA,MTX-04,FSAUS
67,9001,WARNING9001-*Configuration Validation Rule Violation has occurred.,Machine:UI,0,0,Other,0,0,0,0,0,04:33:38 04-Feb-2022,04:33:42 04-Feb-2022,00:00:04,1352,-45.0,Productive,Initializing,1,1,0,0,0,NA,MTX-04,FSAUS
68,4311,WARNING4311-Right_TS_4A  reporting invalid temperature data.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,04:56:10 04-Feb-2022,04:56:14 04-Feb-2022,00:00:04,602,-45.0,Productive,Initializing,1,1,0,0,0,NA,MTX-04,FSAUS
69,4327,WARNING4327-Right_TS_4C  experiencing invalid RTD data read.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,04:56:10 04-Feb-2022,04:56:11 04-Feb-2022,00:00:01,602,-45.0,Productive,Initializing,1,1,0,0,0,NA,MTX-04,FSAUS
70,4325,WARNING4325-Right_TS_2C  experiencing invalid RTD data read.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,04:56:11 04-Feb-2022,04:56:16 04-Feb-2022,00:00:05,601,-45.0,Productive,Initializing,1,1,0,0,0,NA,MTX-04,FSAUS
71,4335,WARNING4335-Right_TS_4D  experiencing invalid RTD data read.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,04:56:11 04-Feb-2022,04:56:12 04-Feb-2022,00:00:01,601,-45.0,Productive,Initializing,1,1,0,0,0,NA,MTX-04,FSAUS
72,9001,WARNING9001-*Configuration Validation Rule Violation has occurred.,Machine:UI,0,0,Other,0,0,0,0,0,04:56:14 04-Feb-2022,04:56:19 04-Feb-2022,00:00:05,598,-45.0,Productive,Initializing,1,1,0,0,0,NA,MTX-04,FSAUS
73,4427,WARNING4427-Zone Right_TS_4C is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,05:06:12 04-Feb-2022,05:18:48 04-Feb-2022,00:12:36,345,-45.0,Productive,Initializing,1,1,0,0,0,NA,MTX-04,FSAUS
74,4435,WARNING4435-Zone Right_TS_4D is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,05:06:13 04-Feb-2022,05:18:46 04-Feb-2022,00:12:33,344,-45.0,Productive,Initializing,1,1,0,0,0,NA,MTX-04,FSAUS
75,4316,WARNING4316-Right_TS_1B  has invalid configuration data.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,05:13:00 04-Feb-2022,05:13:02 04-Feb-2022,00:00:02,30,-45.0,Productive,Initializing,1,1,0,0,0,NA,MTX-04,FSAUS
76,9001,WARNING9001-*Configuration Validation Rule Violation has occurred.,Machine:UI,0,0,Other,0,0,0,0,0,05:13:01 04-Feb-2022,05:13:10 04-Feb-2022,00:00:09,29,-45.0,Productive,Initializing,1,1,0,0,0,NA,MTX-04,FSAUS
77,4324,WARNING4324-Right_TS_1C  has invalid configuration data.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,05:13:02 04-Feb-2022,05:13:03 04-Feb-2022,00:00:01,28,-45.0,Productive,Initializing,1,1,0,0,0,NA,MTX-04,FSAUS
78,4408,WARNING4408-Zone Right_TS_1A is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,05:13:13 04-Feb-2022,05:13:14 04-Feb-2022,00:00:01,17,-45.0,Productive,Initializing,1,1,0,0,0,NA,MTX-04,FSAUS
79,4339,WARNING4339-Testsite_Humidity  has invalid configuration data.,SC1_Handler:TCS,0,0,Reboot,0,1,0,0,0,05:21:00 04-Feb-2022,05:27:46 04-Feb-2022,00:06:46,100,-45.0,Productive,Flushing,1,1,0,0,0,NA,MTX-04,FSAUS
80,9001,WARNING9001-*Configuration Validation Rule Violation has occurred.,Machine:UI,0,0,Reboot,0,1,0,0,0,05:21:02 04-Feb-2022,05:27:46 04-Feb-2022,00:06:44,98,-45.0,Productive,Flushing,1,1,0,0,0,NA,MTX-04,FSAUS
81,10001,WARNING10001-Left TPS Access Door was detected to be open without first requesting it to be unlocked.  Must re-init to recover.  Please check all door locks and make sure they do not report open when they are pulled on while locked.,SC1_Handler,0,0,Reboot,0,1,0,0,0,05:21:04 04-Feb-2022,05:27:46 04-Feb-2022,00:06:42,96,-45.0,Productive,Flushing,1,1,0,0,0,NA,MTX-04,FSAUS
82,4386,WARNING4386-Under/Over Temperature Detected in the Chamber.  LN2 now shutoff. You may have to cycle power to recover.,SC1_Handler:TCS,0,0,Reboot,0,1,0,0,0,05:21:11 04-Feb-2022,05:27:46 04-Feb-2022,00:06:35,89,-45.0,Productive,Flushing,1,1,0,0,0,NA,MTX-04,FSAUS
83,10561,WARNING10561-Input PnP unexpected part found on Z-Head(s) ?; before pick operation at Rest.,SC1_Handler:PnP_Input,0,0,Reboot,0,1,0,0,0,05:21:15 04-Feb-2022,05:27:46 04-Feb-2022,00:06:31,85,-45.0,Productive,Flushing,1,1,0,0,0,NA,MTX-04,FSAUS
84,4300,WARNING4300-Input_Chamber  has invalid configuration data.,SC1_Handler:TCS,0,0,Reboot,0,1,0,0,0,05:21:25 04-Feb-2022,05:27:46 04-Feb-2022,00:06:21,75,-45.0,Unknown,Flushing,1,1,0,0,0,NA,MTX-04,FSAUS
85,4301,WARNING4301-Transfer_Chamber  has invalid configuration data.,SC1_Handler:TCS,0,0,Reboot,0,1,0,0,0,05:21:27 04-Feb-2022,05:27:46 04-Feb-2022,00:06:19,73,-45.0,Unknown,Flushing,1,1,0,0,0,NA,MTX-04,FSAUS
86,4312,WARNING4312-Left_TS_1B  has invalid configuration data.,SC1_Handler:TCS,0,0,Reboot,0,1,0,0,0,05:21:50 04-Feb-2022,05:27:46 04-Feb-2022,00:05:56,50,-45.0,Unknown,Flushing,1,1,0,0,0,NA,MTX-04,FSAUS
87,4321,WARNING4321-Left_TS_2C  has invalid configuration data.,SC1_Handler:TCS,0,0,Reboot,0,1,0,0,0,05:21:52 04-Feb-2022,05:27:46 04-Feb-2022,00:05:54,48,-45.0,Unknown,Flushing,1,1,0,0,0,NA,MTX-04,FSAUS
88,4327,WARNING4327-Right_TS_4C  has invalid configuration data.,SC1_Handler:TCS,0,0,Reboot,0,1,0,0,0,05:22:13 04-Feb-2022,05:27:46 04-Feb-2022,00:05:33,27,-45.0,Unknown,Flushing,1,1,0,0,0,NA,MTX-04,FSAUS
89,4335,WARNING4335-Right_TS_4D  has invalid configuration data.,SC1_Handler:TCS,0,0,Reboot,0,1,0,0,0,05:22:14 04-Feb-2022,05:27:46 04-Feb-2022,00:05:32,26,-45.0,Unknown,Flushing,1,1,0,0,0,NA,MTX-04,FSAUS
90,4302,WARNING4302-Left_Input_Shuttle  has invalid configuration data.,SC1_Handler:TCS,0,0,Reboot,0,1,0,0,0,05:22:16 04-Feb-2022,05:27:46 04-Feb-2022,00:05:30,24,-45.0,Unknown,Flushing,1,1,0,0,0,NA,MTX-04,FSAUS
91,4389,WARNING4389-Internal regulated LN2 pressure was reported by the PPC as out of range.  Please verify regulated LN2 pressure displayed on the PPC is within expected operating range.  If PPC pressure display is out of range; or no display is present; check facility LN2 inlet pressure or troubleshoot handler cold gas control subsystem fault as required.,SC1_Handler:TCS,0,0,Reboot,0,1,0,0,0,05:22:40 04-Feb-2022,05:27:46 04-Feb-2022,00:05:06,505,-45.0,Unknown,Flushing,1,1,0,0,0,NA,MTX-04,FSAUS
92,9001,WARNING9001-*Configuration Validation Rule Violation has occurred.,Machine:UI,0,0,Other,0,0,0,0,0,05:28:31 04-Feb-2022,05:32:50 04-Feb-2022,00:04:19,154,25.0,Productive,Uninit,1,1,0,0,0,NA,MTX-04,FSAUS
93,4335,WARNING4335-Right_TS_4D  has received a board failure notification.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,06:35:39 04-Feb-2022,06:35:42 04-Feb-2022,00:00:03,606,-45.0,Productive,Running,1,1,0,0,0,NA,MTX-04,FSAUS
94,4324,WARNING4324-Right_TS_1C  experiencing invalid RTD data read.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,06:35:40 04-Feb-2022,06:35:43 04-Feb-2022,00:00:03,605,-45.0,Productive,Running,1,1,0,0,0,NA,MTX-04,FSAUS
