Export Time, Export Time Seconds, Last Cycle Count, MCBI, Current Setpoint
2022-Mar-18-14:17:14,1647631034,13613,234,150.0

IntID,ALID,Alarm Text,SubID,Source,Type,Class,Subclass,Annotation,Arg1,Arg2,Reboot Count,Reinit Count,Retry Count,Clear Count,Time Occurred,Time Cleared,Set,Cleared,Elapsed,Response Time,Temperature,E10 Mode,OpMode,Station Mode,Tester Mode,Air P Low,Part Count,Cycle Count,User ID,Handler ID,Site ID
29,14519,ALARM14519-TH RTD reading out of range value. (ATC #38). Zone15(Left_TS_2C) Data1=53823 Data2=57292,0-None,SC1_Handler:KryoProxy,User,Assist,Other,,Zone15(Left_TS_2C) Data1=53823 Data2=57292,,0,0,1,0,1644479771,1644515606,01:56:11 10-Feb-2022,11:53:26 10-Feb-2022,09:57:15,16570,25.0,Alarm,Initializing,1,1,0,0,0,5,MTX-A05,NXP-AUS
30,14519,ALARM14519-TH RTD reading out of range value. (ATC #38). Zone15(Left_TS_2C) Data1=53823 Data2=57288,0-None,SC1_Handler:KryoProxy,User,Assist,Reboot,,Zone15(Left_TS_2C) Data1=53823 Data2=57288,,1,0,2,0,1644515638,1644554041,11:53:58 10-Feb-2022,22:34:01 10-Feb-2022,10:40:03,12488,25.0,Alarm,Initializing,1,1,0,0,0,5,MTX-A05,NXP-AUS
31,14519,ALARM14519-TH RTD reading out of range value. (ATC #38). Zone15(Left_TS_2C) Data1=53823 Data2=57288,0-None,SC1_Handler:KryoProxy,User,Assist,Other,,Zone15(Left_TS_2C) Data1=53823 Data2=57288,,0,0,0,0,1644554073,1644560979,22:34:33 10-Feb-2022,00:29:39 11-Feb-2022,01:55:06,7075,25.0,Productive,Uninit,1,1,0,0,0,NA,MTX-A05,NXP-AUS
32,14519,ALARM14519-TH RTD reading out of range value. (ATC #38). Zone15(Left_TS_2C) Data1=53823 Data2=57297,0-None,SC1_Handler:KryoProxy,User,Assist,Other,,Zone15(Left_TS_2C) Data1=53823 Data2=57297,,0,0,1,0,1644561148,1644561638,00:32:28 11-Feb-2022,00:40:38 11-Feb-2022,00:08:10,487,25.0,Alarm,Initializing,1,1,0,0,0,5,MTX-A05,NXP-AUS
33,14519,ALARM14519-TH RTD reading out of range value. (ATC #38). Zone15(Left_TS_2C) Data1=53823 Data2=57292,0-None,SC1_Handler:KryoProxy,User,Assist,Other,,Zone15(Left_TS_2C) Data1=53823 Data2=57292,,0,0,0,0,1644561639,1644561709,00:40:39 11-Feb-2022,00:41:49 11-Feb-2022,00:01:10,15,25.0,Alarm,Initializing,1,1,0,0,0,NA,MTX-A05,NXP-AUS
34,14519,ALARM14519-TH RTD reading out of range value. (ATC #38). Zone15(Left_TS_2C) Data1=53823 Data2=57288,0-None,SC1_Handler:KryoProxy,User,Assist,Other,,Zone15(Left_TS_2C) Data1=53823 Data2=57288,,0,0,1,0,1644561789,1644562335,00:43:09 11-Feb-2022,00:52:15 11-Feb-2022,00:09:06,159,25.0,Alarm,Initializing,1,1,0,0,0,5,MTX-A05,NXP-AUS
35,12161,ALARM12161-Right Test-Site PnP Chuck(s) 1 2 3 4 unable to extend.,0-None,SC1_Handler:Ts_Head_Right,User,Assist,Other,,1 2 3 4,,0,0,1,0,1644562141,1644562317,00:49:01 11-Feb-2022,00:51:57 11-Feb-2022,00:02:56,146,25.0,Alarm,Running,1,1,0,0,0,5,MTX-A05,NXP-AUS
36,14519,ALARM14519-TH RTD reading out of range value. (ATC #38). Zone15(Left_TS_2C) Data1=53823 Data2=57297,0-None,SC1_Handler:KryoProxy,User,Assist,Reboot,,Zone15(Left_TS_2C) Data1=53823 Data2=57297,,1,0,1,0,1644562337,1644567223,00:52:17 11-Feb-2022,02:13:43 11-Feb-2022,01:21:26,1916,25.0,Alarm,Running,1,1,0,0,0,5,MTX-A05,NXP-AUS
37,12592,ALARM12592-Left Output Shuttle Door unable to close.,200-IO Group Wait Timeout,SC1_Handler:PnP_Output,Machine,Assist,Reboot,,,,1,0,0,0,1644564777,1644567223,01:32:57 11-Feb-2022,02:13:43 11-Feb-2022,00:40:46,2994,25.0,Alarm,Running,1,1,0,0,0,NA,MTX-A05,NXP-AUS
38,14519,ALARM14519-TH RTD reading out of range value. (ATC #38). Zone15(Left_TS_2C) Data1=53823 Data2=57292,0-None,SC1_Handler:KryoProxy,User,Assist,Other,,Zone15(Left_TS_2C) Data1=53823 Data2=57292,,0,0,0,0,1644567254,1644567535,02:14:14 11-Feb-2022,02:18:55 11-Feb-2022,00:04:41,517,25.0,Productive,Uninit,1,1,0,0,0,NA,MTX-A05,NXP-AUS
39,14519,ALARM14519-TH RTD reading out of range value. (ATC #38). Zone15(Left_TS_2C) Data1=53823 Data2=57292,0-None,SC1_Handler:KryoProxy,User,Assist,Other,,Zone15(Left_TS_2C) Data1=53823 Data2=57292,,0,0,1,0,1644567760,1644567833,02:22:40 11-Feb-2022,02:23:53 11-Feb-2022,00:01:13,11,25.0,Alarm,Initializing,1,1,0,0,0,5,MTX-A05,NXP-AUS
40,14519,ALARM14519-TH RTD reading out of range value. (ATC #38). Zone15(Left_TS_2C) Data1=53823 Data2=57288,0-None,SC1_Handler:KryoProxy,User,Assist,Reboot,,Zone15(Left_TS_2C) Data1=53823 Data2=57288,,1,0,0,0,1644567835,1644577966,02:23:55 11-Feb-2022,05:12:46 11-Feb-2022,02:48:51,125,25.0,Alarm,Running,1,1,0,0,0,NA,MTX-A05,NXP-AUS
41,14519,ALARM14519-TH RTD reading out of range value. (ATC #38). Zone39(Right_TS_4C) Data1=53823 Data2=57292,0-None,SC1_Handler:KryoProxy,User,Assist,Other,,Zone39(Right_TS_4C) Data1=53823 Data2=57292,,0,0,0,0,1644586774,1644587022,07:39:34 11-Feb-2022,07:43:42 11-Feb-2022,00:04:08,25853,25.0,Productive,Uninit,1,1,0,0,0,NA,MTX-A05,NXP-AUS
42,10960,ALARM10960-Transfer PnP pick operation unable to pick up parts on Z-Head(s) A4 at Boat10.,200-IO Group Wait Timeout,SC1_Handler:PnP_Transfer,Machine,Assist,Other,,A4,Boat10,0,0,2,0,1644612627,1644613150,14:50:27 11-Feb-2022,14:59:10 11-Feb-2022,00:08:43,295,25.0,Alarm,Running,1,3,0,0,0,5,MTX-A05,NXP-AUS
47,10560,ALARM10560-Input PnP pick operation unable to pick up parts on Z-Head(s) A2 at Input TPS1.,200-IO Group Wait Timeout,SC1_Handler:PnP_Input,Machine,Assist,Other,,A2,Input TPS1,0,0,1,0,1644635210,1644637102,21:06:50 11-Feb-2022,21:38:22 11-Feb-2022,00:31:32,1307,25.0,Alarm,Running,3,5,0,1086,1086,5,MTX-A05,NXP-AUS
48,10560,ALARM10560-Input PnP pick operation unable to pick up parts on Z-Head(s) A2 at Input TPS1.,200-IO Group Wait Timeout,SC1_Handler:PnP_Input,Machine,Assist,Other,,A2,Input TPS1,0,0,1,0,1644639776,1644640939,22:22:56 11-Feb-2022,22:42:19 11-Feb-2022,00:19:23,382,25.0,Alarm,Running,3,5,0,1840,1840,5,MTX-A05,NXP-AUS
49,11955,ALARM11955-Left Test-Site PnP lost part on nest(s) A1. Open door and remove parts to Clear,0-None,SC1_Handler:Ts_Head_Left,User,Assist,Other,,A1,,0,0,0,1,1645736791,1645737671,15:06:31 24-Feb-2022,15:21:11 24-Feb-2022,00:14:40,65,150.0,Alarm,Running,1,5,0,8253,8253,5,MTX-A05,NXP-AUS
50,14104,ALARM14104-Boat Xport Conveyor failed to move.  ,106-AmpFault::TrackErr,SC1_Handler:Boat_Xport,User,Assist,Other,,,,0,0,1,0,1646128535,1646138488,03:55:35 01-Mar-2022,06:41:28 01-Mar-2022,02:45:53,9773,150.0,Alarm,Running,1,4,0,10186,10186,5,MTX-A05,NXP-AUS
51,10040,ALARM10040-Ionizer Imbalance Detected in Testsite Zone value -74.8 exceeds -25.0,0-None,SC1_Handler:MC,User,Assist,Other,,-74.8,-25.0,0,0,1,0,1646337695,1646337757,14:01:35 03-Mar-2022,14:02:37 03-Mar-2022,00:01:02,1496,25.0,Alarm,Running,1,1,0,11665,11665,5,MTX-A05,NXP-AUS
52,10040,ALARM10040-Ionizer Imbalance Detected in Testsite Zone value -130.5 exceeds -25.0,0-None,SC1_Handler:MC,User,Assist,Other,,-130.5,-25.0,0,0,1,0,1646339187,1646339201,14:26:27 03-Mar-2022,14:26:41 03-Mar-2022,00:00:14,4,25.0,Productive,Running,1,1,0,11857,11857,5,MTX-A05,NXP-AUS
53,10040,ALARM10040-Ionizer Imbalance Detected in Testsite Zone value -129.7 exceeds -25.0,0-None,SC1_Handler:MC,User,Assist,Other,,-129.7,-25.0,0,0,1,0,1646339213,1646339219,14:26:53 03-Mar-2022,14:26:59 03-Mar-2022,00:00:06,0,25.0,Productive,Running,1,1,0,11869,11869,5,MTX-A05,NXP-AUS
54,10040,ALARM10040-Ionizer Imbalance Detected in Testsite Zone value -57.0 exceeds -25.0,0-None,SC1_Handler:MC,User,Assist,Other,,-57.0,-25.0,0,0,1,0,1646339237,1646339263,14:27:17 03-Mar-2022,14:27:43 03-Mar-2022,00:00:26,21,25.0,Productive,Running,1,1,0,11881,11881,5,MTX-A05,NXP-AUS
55,12152,ALARM12152-Right Test-Site PnP parts not Found on nest(s) B1; after z nests raise on a pick operation. Open door and remove parts to Clear,0-None,SC1_Handler:Ts_Head_Right,User,Assist,Other,,B1,,0,0,1,0,1646416548,1646416555,11:55:48 04-Mar-2022,11:55:55 04-Mar-2022,00:00:07,2,150.0,Alarm,Running,1,4,0,11985,11985,5,MTX-A05,NXP-AUS
56,12155,ALARM12155-Right Test-Site PnP lost part on nest(s) B1. Open door and remove parts to Clear,0-None,SC1_Handler:Ts_Head_Right,User,Assist,Other,,B1,,0,0,1,0,1646416558,1646416629,11:55:58 04-Mar-2022,11:57:09 04-Mar-2022,00:01:11,7,150.0,Productive,Running,1,4,0,11985,11985,5,MTX-A05,NXP-AUS
57,11904,ALARM11904-Left Test-Site PnP X-Axis unable to complete move. (target = -0.7429) ,106-AmpFault::TrackErr,SC1_Handler:Ts_Head_Left,User,Assist,Other,,(target = -0.7429),,0,0,0,0,1646647985,1646656946,04:13:05 07-Mar-2022,06:42:26 07-Mar-2022,02:29:21,8894,25.0,Standby,Running,1,4,0,11985,11985,NA,MTX-A05,NXP-AUS
59,11904,ALARM11904-Left Test-Site PnP X-Axis unable to complete move. (target = 1.0000) ,106-AmpFault::TrackErr,SC1_Handler:Ts_Head_Left,User,Assist,Other,,(target = 1.0000),,0,0,1,0,1646928026,1646928087,10:00:26 10-Mar-2022,10:01:27 10-Mar-2022,00:01:01,5,25.0,Alarm,Running,1,4,0,12500,12500,5,MTX-A05,NXP-AUS
65,12155,ALARM12155-Right Test-Site PnP lost part on nest(s) B1. Open door and remove parts to Clear,0-None,SC1_Handler:Ts_Head_Right,User,Assist,Other,,B1,,0,0,1,0,1647626069,1647626104,12:54:29 18-Mar-2022,12:55:04 18-Mar-2022,00:00:35,12,150.0,Alarm,Running,1,4,0,13381,13381,5,MTX-A05,NXP-AUS
66,12155,ALARM12155-Right Test-Site PnP lost part on nest(s) B1. Open door and remove parts to Clear,0-None,SC1_Handler:Ts_Head_Right,User,Assist,Other,,B1,,0,0,2,0,1647626232,1647627437,12:57:12 18-Mar-2022,13:17:17 18-Mar-2022,00:20:05,4,150.0,Alarm,Running,1,4,0,13387,13387,5,MTX-A05,NXP-AUS
67,12560,ALARM12560-Output PnP pick operation unable to pick up parts on Z-Head(s) B1 at Shuttle_Output_Right.,200-IO Group Wait Timeout,SC1_Handler:PnP_Output,Machine,Assist,Other,,B1,Shuttle_Output_Right,0,0,0,1,1647627462,1647627713,13:17:42 18-Mar-2022,13:21:53 18-Mar-2022,00:04:11,93,150.0,Alarm,Running,1,4,0,13387,13387,5,MTX-A05,NXP-AUS
68,11955,ALARM11955-Left Test-Site PnP lost part on nest(s) B1. Open door and remove parts to Clear,0-None,SC1_Handler:Ts_Head_Left,User,Assist,Other,,B1,,0,0,0,1,1647627555,1647627700,13:19:15 18-Mar-2022,13:21:40 18-Mar-2022,00:02:25,33,150.0,Alarm,Diag_Recovery,1,4,0,13387,13387,5,MTX-A05,NXP-AUS
