Export Time, Export Time Seconds, Last Cycle Count
2022-Mar-18-14:17:19,1647631039,13613

IntID,WARNID,Warn Text,Source,Type,Class,Subclass,Annotation,Reboot Count,Reinit Count,Retry Count,Clear Count,Set,Cleared,Elapsed,Response Time,Temperature,E10 Mode,OpMode,Station Mode,Tester Mode,Air P Low,Part Count,Cycle Count,User ID,Handler ID,Site ID
15,10063,WARNING10063-Testsite_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,11:45:59 17-Nov-2021,11:46:06 17-Nov-2021,00:00:07,6,25.0,Productive,Diag_Recovery,1,1,0,0,0,NA,MTX-A05,NXP-AUS
16,10061,WARNING10061-Input_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,11:45:59 17-Nov-2021,11:46:06 17-Nov-2021,00:00:07,6,25.0,Productive,Diag_Recovery,1,1,0,0,0,NA,MTX-A05,NXP-AUS
17,10062,WARNING10062-Output_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,11:47:27 17-Nov-2021,11:47:56 17-Nov-2021,00:00:29,20,25.0,Productive,Running,1,1,0,0,0,NA,MTX-A05,NXP-AUS
18,10063,WARNING10063-Testsite_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,11:47:27 17-Nov-2021,11:47:56 17-Nov-2021,00:00:29,20,25.0,Productive,Running,1,1,0,0,0,NA,MTX-A05,NXP-AUS
19,10061,WARNING10061-Input_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,11:47:27 17-Nov-2021,11:47:56 17-Nov-2021,00:00:29,20,25.0,Productive,Running,1,1,0,0,0,NA,MTX-A05,NXP-AUS
20,10062,WARNING10062-Output_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,11:49:15 17-Nov-2021,11:49:19 17-Nov-2021,00:00:04,29,25.0,Productive,Running,1,1,0,0,0,NA,MTX-A05,NXP-AUS
21,10063,WARNING10063-Testsite_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,11:49:15 17-Nov-2021,11:49:20 17-Nov-2021,00:00:05,29,25.0,Productive,Running,1,1,0,0,0,NA,MTX-A05,NXP-AUS
22,10061,WARNING10061-Input_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,11:49:15 17-Nov-2021,11:49:20 17-Nov-2021,00:00:05,29,25.0,Productive,Running,1,1,0,0,0,NA,MTX-A05,NXP-AUS
33,10062,WARNING10062-Output_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,22:27:12 17-Nov-2021,22:34:32 17-Nov-2021,00:07:20,55245,25.0,Productive,Initializing,1,1,0,0,44,NA,MTX-A05,NXP-AUS
34,10063,WARNING10063-Testsite_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,22:27:12 17-Nov-2021,22:34:32 17-Nov-2021,00:07:20,55245,25.0,Productive,Initializing,1,1,0,0,44,NA,MTX-A05,NXP-AUS
35,10061,WARNING10061-Input_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,22:27:12 17-Nov-2021,22:34:32 17-Nov-2021,00:07:20,55245,25.0,Productive,Initializing,1,1,0,0,44,NA,MTX-A05,NXP-AUS
36,10062,WARNING10062-Output_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,13:47:57 18-Nov-2021,12:58:18 19-Nov-2021,23:10:21,384023,25.0,Productive,Initializing,1,1,0,0,44,NA,MTX-A05,NXP-AUS
37,10063,WARNING10063-Testsite_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,13:47:58 18-Nov-2021,12:58:18 19-Nov-2021,23:10:20,384022,25.0,Productive,Initializing,1,1,0,0,44,NA,MTX-A05,NXP-AUS
38,10061,WARNING10061-Input_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,13:47:58 18-Nov-2021,12:58:18 19-Nov-2021,23:10:20,384022,25.0,Productive,Initializing,1,1,0,0,44,NA,MTX-A05,NXP-AUS
39,9001,WARNING9001-*Configuration Validation Rule Violation has occurred.,Machine:UI,0,0,Other,0,0,0,0,0,12:58:05 19-Nov-2021,15:17:16 19-Nov-2021,02:19:11,300615,25.0,Productive,Diagnostic,1,1,0,0,44,NA,MTX-A05,NXP-AUS
40,9876,WARNING9876-Recipe Load of System Type found 13 Items with Validation Criteria Range and Value  Total validation errors; go to Recipe detail to view,Machine:System,0,0,Other,0,0,0,0,0,13:32:33 19-Nov-2021,15:17:16 19-Nov-2021,01:44:43,298547,25.0,Productive,Initializing,1,1,0,0,44,NA,MTX-A05,NXP-AUS
41,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,06:03:36 26-Nov-2021,06:03:52 26-Nov-2021,00:00:16,145,25.0,Productive,Initializing,1,1,0,0,44,NA,MTX-A05,NXP-AUS
42,9001,WARNING9001-*Configuration Validation Rule Violation has occurred.,Machine:UI,0,0,Other,0,0,0,0,0,06:03:40 26-Nov-2021,06:06:10 26-Nov-2021,00:02:30,141,25.0,Productive,Initializing,1,1,0,0,44,NA,MTX-A05,NXP-AUS
43,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,06:06:01 26-Nov-2021,06:23:51 26-Nov-2021,00:17:50,1076,25.0,Productive,Initializing,1,1,0,0,44,NA,MTX-A05,NXP-AUS
44,9001,WARNING9001-*Configuration Validation Rule Violation has occurred.,Machine:UI,0,0,Other,0,0,0,0,0,06:23:57 26-Nov-2021,14:19:04 01-Dec-2021,127:55:07,457622,25.0,Productive,Initializing,1,1,0,0,44,NA,MTX-A05,NXP-AUS
45,10062,WARNING10062-Output_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,09:57:05 29-Nov-2021,14:18:16 01-Dec-2021,52:21:11,185634,25.0,Productive,Initializing,1,1,0,0,44,NA,MTX-A05,NXP-AUS
46,10063,WARNING10063-Testsite_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,09:57:06 29-Nov-2021,14:18:16 01-Dec-2021,52:21:10,185633,25.0,Productive,Initializing,1,1,0,0,44,NA,MTX-A05,NXP-AUS
47,10061,WARNING10061-Input_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,09:57:06 29-Nov-2021,14:18:16 01-Dec-2021,52:21:10,185633,25.0,Productive,Initializing,1,1,0,0,44,NA,MTX-A05,NXP-AUS
48,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,14:18:41 01-Dec-2021,14:20:05 01-Dec-2021,00:01:24,340,25.0,Productive,Initializing,1,1,0,0,44,NA,MTX-A05,NXP-AUS
49,10062,WARNING10062-Output_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,14:21:06 01-Dec-2021,14:23:01 01-Dec-2021,00:01:55,195,150.0,Productive,Initializing,1,1,0,0,44,NA,MTX-A05,NXP-AUS
50,10063,WARNING10063-Testsite_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,14:21:07 01-Dec-2021,14:23:01 01-Dec-2021,00:01:54,194,150.0,Productive,Initializing,1,1,0,0,44,NA,MTX-A05,NXP-AUS
51,10061,WARNING10061-Input_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,14:21:07 01-Dec-2021,14:23:01 01-Dec-2021,00:01:54,194,150.0,Productive,Initializing,1,1,0,0,44,NA,MTX-A05,NXP-AUS
52,10062,WARNING10062-Output_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,14:24:21 01-Dec-2021,16:18:30 01-Dec-2021,01:54:09,5931,150.0,Productive,Initializing,1,1,0,0,44,NA,MTX-A05,NXP-AUS
53,10063,WARNING10063-Testsite_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,14:24:21 01-Dec-2021,16:18:30 01-Dec-2021,01:54:09,5931,150.0,Productive,Initializing,1,1,0,0,44,NA,MTX-A05,NXP-AUS
54,10061,WARNING10061-Input_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,14:24:22 01-Dec-2021,16:18:30 01-Dec-2021,01:54:08,5930,150.0,Productive,Initializing,1,1,0,0,44,NA,MTX-A05,NXP-AUS
55,9001,WARNING9001-*Configuration Validation Rule Violation has occurred.,Machine:UI,0,0,Other,0,0,0,0,0,16:03:12 01-Dec-2021,16:18:23 01-Dec-2021,00:15:11,895,25.0,Productive,Initializing,1,1,0,0,44,NA,MTX-A05,NXP-AUS
56,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,16:18:07 01-Dec-2021,16:18:25 01-Dec-2021,00:00:18,2150,150.0,Productive,Initializing,1,1,0,0,44,NA,MTX-A05,NXP-AUS
57,10041,WARNING10041-There is a problem with Soft Start ByPass Contactor.Please verify.,SC1_Handler,0,0,Other,0,0,0,0,0,16:18:26 01-Dec-2021,16:18:30 01-Dec-2021,00:00:04,2131,50.0,Productive,Initializing,1,1,0,0,44,NA,MTX-A05,NXP-AUS
58,9001,WARNING9001-*Configuration Validation Rule Violation has occurred.,Machine:UI,0,0,Other,0,0,0,0,0,16:53:57 01-Dec-2021,16:59:17 01-Dec-2021,00:05:20,438470,25.0,Productive,Initializing,1,1,0,0,44,NA,MTX-A05,NXP-AUS
59,10062,WARNING10062-Output_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,18:41:47 06-Dec-2021,22:42:18 06-Dec-2021,04:00:31,41550,25.0,Productive,Initializing,1,1,0,0,44,NA,MTX-A05,NXP-AUS
60,10063,WARNING10063-Testsite_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,18:41:47 06-Dec-2021,22:42:18 06-Dec-2021,04:00:31,41550,25.0,Productive,Initializing,1,1,0,0,44,NA,MTX-A05,NXP-AUS
61,10061,WARNING10061-Input_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,18:41:48 06-Dec-2021,22:42:18 06-Dec-2021,04:00:30,41549,25.0,Productive,Initializing,1,1,0,0,44,NA,MTX-A05,NXP-AUS
62,10062,WARNING10062-Output_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,06:14:17 07-Dec-2021,16:42:02 20-Dec-2021,322:27:45,1161455,25.0,Productive,Initializing,1,1,0,0,44,NA,MTX-A05,NXP-AUS
63,10063,WARNING10063-Testsite_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,06:14:17 07-Dec-2021,16:42:03 20-Dec-2021,322:27:46,1161455,25.0,Productive,Initializing,1,1,0,0,44,NA,MTX-A05,NXP-AUS
64,10061,WARNING10061-Input_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,06:14:17 07-Dec-2021,16:42:03 20-Dec-2021,322:27:46,1161455,25.0,Productive,Initializing,1,1,0,0,44,NA,MTX-A05,NXP-AUS
65,9001,WARNING9001-*Configuration Validation Rule Violation has occurred.,Machine:UI,0,0,Reboot,0,1,0,0,0,19:39:37 11-Dec-2021,16:49:00 20-Dec-2021,213:09:23,767535,25.0,Productive,Initializing,1,1,0,0,44,NA,MTX-A05,NXP-AUS
66,9001,WARNING9001-*Configuration Validation Rule Violation has occurred.,Machine:UI,0,0,Other,0,0,0,0,0,16:49:30 20-Dec-2021,12:38:32 27-Dec-2021,163:49:02,142,25.0,Productive,Uninit,1,1,0,0,44,NA,MTX-A05,NXP-AUS
67,10062,WARNING10062-Output_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,16:50:45 20-Dec-2021,12:38:16 27-Dec-2021,163:47:31,67,25.0,Productive,Uninit,1,1,0,0,44,NA,MTX-A05,NXP-AUS
68,10063,WARNING10063-Testsite_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,16:50:45 20-Dec-2021,12:38:16 27-Dec-2021,163:47:31,67,25.0,Productive,Uninit,1,1,0,0,44,NA,MTX-A05,NXP-AUS
69,10061,WARNING10061-Input_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,16:50:45 20-Dec-2021,12:38:16 27-Dec-2021,163:47:31,67,25.0,Productive,Uninit,1,1,0,0,44,NA,MTX-A05,NXP-AUS
70,10041,WARNING10041-There is a problem with Soft Start ByPass Contactor.Please verify.,SC1_Handler,0,0,Other,0,0,0,0,0,12:37:36 27-Dec-2021,12:38:26 27-Dec-2021,00:00:50,136,25.0,Alarm,Uninit,1,1,0,0,44,NA,MTX-A05,NXP-AUS
71,10062,WARNING10062-Output_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,12:42:34 27-Dec-2021,12:48:02 27-Dec-2021,00:05:28,416,25.0,Alarm,Diagnostic,1,1,0,0,44,NA,MTX-A05,NXP-AUS
72,10063,WARNING10063-Testsite_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,12:42:34 27-Dec-2021,12:48:02 27-Dec-2021,00:05:28,416,25.0,Alarm,Diagnostic,1,1,0,0,44,NA,MTX-A05,NXP-AUS
73,10061,WARNING10061-Input_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,12:42:34 27-Dec-2021,12:48:02 27-Dec-2021,00:05:28,416,25.0,Alarm,Diagnostic,1,1,0,0,44,NA,MTX-A05,NXP-AUS
74,9001,WARNING9001-*Configuration Validation Rule Violation has occurred.,Machine:UI,0,0,Other,0,0,0,0,0,12:49:30 27-Dec-2021,12:59:41 27-Dec-2021,00:10:11,36,25.0,Alarm,Diagnostic,1,1,0,0,44,NA,MTX-A05,NXP-AUS
75,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,12:49:47 27-Dec-2021,12:50:30 27-Dec-2021,00:00:43,19,50.0,Alarm,Diagnostic,1,1,0,0,44,NA,MTX-A05,NXP-AUS
76,4392,WARNING4392-Chamber Gear Box is sensing low air Flow.  Shutting down Heaters.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,12:49:48 27-Dec-2021,12:50:31 27-Dec-2021,00:00:43,18,50.0,Alarm,Diagnostic,1,1,0,0,44,NA,MTX-A05,NXP-AUS
77,4388,WARNING4388-LN2 Pressure is out of range. Check supply.  Handler LN2 valve now shutoff.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,12:49:49 27-Dec-2021,12:59:54 27-Dec-2021,00:10:05,17,50.0,Alarm,Diagnostic,1,1,0,0,44,NA,MTX-A05,NXP-AUS
78,4402,WARNING4402-Zone Left_Input_Shuttle is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,12:50:06 27-Dec-2021,12:50:31 27-Dec-2021,00:00:25,458,50.0,Alarm,Diagnostic,1,1,0,0,44,NA,MTX-A05,NXP-AUS
79,4403,WARNING4403-Zone Right_Input_Shuttle is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,12:50:06 27-Dec-2021,12:50:31 27-Dec-2021,00:00:25,458,50.0,Alarm,Diagnostic,1,1,0,0,44,NA,MTX-A05,NXP-AUS
80,4406,WARNING4406-Zone Left_TS_3A is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,12:50:06 27-Dec-2021,12:50:31 27-Dec-2021,00:00:25,458,50.0,Alarm,Diagnostic,1,1,0,0,44,NA,MTX-A05,NXP-AUS
81,4407,WARNING4407-Zone Left_TS_4A is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,12:50:06 27-Dec-2021,12:50:31 27-Dec-2021,00:00:25,458,50.0,Alarm,Diagnostic,1,1,0,0,44,NA,MTX-A05,NXP-AUS
82,4408,WARNING4408-Zone Right_TS_1A is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,12:50:06 27-Dec-2021,12:50:31 27-Dec-2021,00:00:25,458,50.0,Alarm,Diagnostic,1,1,0,0,44,NA,MTX-A05,NXP-AUS
83,4409,WARNING4409-Zone Right_TS_2A is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,12:50:07 27-Dec-2021,12:50:31 27-Dec-2021,00:00:24,457,50.0,Alarm,Diagnostic,1,1,0,0,44,NA,MTX-A05,NXP-AUS
84,4414,WARNING4414-Zone Left_TS_3B is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,12:50:07 27-Dec-2021,12:50:31 27-Dec-2021,00:00:24,457,50.0,Alarm,Diagnostic,1,1,0,0,44,NA,MTX-A05,NXP-AUS
85,4415,WARNING4415-Zone Left_TS_4B is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,12:50:07 27-Dec-2021,12:50:31 27-Dec-2021,00:00:24,457,50.0,Alarm,Diagnostic,1,1,0,0,44,NA,MTX-A05,NXP-AUS
86,4416,WARNING4416-Zone Right_TS_1B is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,12:50:07 27-Dec-2021,12:50:31 27-Dec-2021,00:00:24,457,50.0,Alarm,Diagnostic,1,1,0,0,44,NA,MTX-A05,NXP-AUS
87,4417,WARNING4417-Zone Right_TS_2B is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,12:50:07 27-Dec-2021,12:50:31 27-Dec-2021,00:00:24,457,50.0,Alarm,Diagnostic,1,1,0,0,44,NA,MTX-A05,NXP-AUS
88,4436,WARNING4436-Zone Contactor is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,12:50:07 27-Dec-2021,12:50:20 27-Dec-2021,00:00:13,457,50.0,Alarm,Diagnostic,1,1,0,0,44,NA,MTX-A05,NXP-AUS
89,10062,WARNING10062-Output_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,12:57:44 27-Dec-2021,12:58:08 27-Dec-2021,00:00:24,0,25.0,Alarm,Diagnostic,1,1,0,0,44,NA,MTX-A05,NXP-AUS
90,10063,WARNING10063-Testsite_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,12:57:44 27-Dec-2021,12:58:08 27-Dec-2021,00:00:24,68,25.0,Alarm,Diagnostic,1,1,0,0,44,NA,MTX-A05,NXP-AUS
91,10061,WARNING10061-Input_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,12:57:44 27-Dec-2021,12:58:09 27-Dec-2021,00:00:25,68,25.0,Alarm,Diagnostic,1,1,0,0,44,NA,MTX-A05,NXP-AUS
92,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,12:58:27 27-Dec-2021,12:59:27 27-Dec-2021,00:01:00,25,25.0,Alarm,Diagnostic,1,1,0,0,44,NA,MTX-A05,NXP-AUS
93,10062,WARNING10062-Output_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,13:18:00 30-Dec-2021,17:50:04 04-Jan-2022,124:32:04,592494,25.0,Alarm,Running,1,1,0,0,44,NA,MTX-A05,NXP-AUS
94,10063,WARNING10063-Testsite_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,13:18:00 30-Dec-2021,17:50:04 04-Jan-2022,124:32:04,592494,25.0,Alarm,Running,1,1,0,0,44,NA,MTX-A05,NXP-AUS
95,10061,WARNING10061-Input_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,13:18:00 30-Dec-2021,17:50:04 04-Jan-2022,124:32:04,592494,25.0,Alarm,Running,1,1,0,0,44,NA,MTX-A05,NXP-AUS
96,9001,WARNING9001-*Configuration Validation Rule Violation has occurred.,Machine:UI,0,0,Other,0,0,0,0,0,22:18:03 06-Jan-2022,22:19:02 06-Jan-2022,00:00:59,13,25.0,Alarm,Diag_Recovery,1,1,0,0,44,NA,MTX-A05,NXP-AUS
97,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,22:18:16 06-Jan-2022,22:18:42 06-Jan-2022,00:00:26,0,10.0,Alarm,Diag_Recovery,1,1,0,0,44,NA,MTX-A05,NXP-AUS
98,4388,WARNING4388-LN2 Pressure is out of range. Check supply.  Handler LN2 valve now shutoff.,SC1_Handler:TCS,0,0,Reboot,0,1,0,0,0,22:18:16 06-Jan-2022,12:51:08 13-Jan-2022,158:32:52,19,10.0,Alarm,Diag_Recovery,1,1,0,0,44,NA,MTX-A05,NXP-AUS
99,4389,WARNING4389-Internal regulated LN2 pressure was reported by the PPC as out of range.  Please verify regulated LN2 pressure displayed on the PPC is within expected operating range.  If PPC pressure display is out of range; or no display is present; check facility LN2 inlet pressure or troubleshoot handler cold gas control subsystem fault as required.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,22:18:35 06-Jan-2022,22:18:46 06-Jan-2022,00:00:11,9,10.0,Alarm,Diag_Recovery,1,1,0,0,44,NA,MTX-A05,NXP-AUS
100,10062,WARNING10062-Output_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,12:41:09 13-Jan-2022,12:41:09 13-Jan-2022,00:00:00,70,25.0,Alarm,Diag_Recovery,1,1,0,0,44,NA,MTX-A05,NXP-AUS
101,10063,WARNING10063-Testsite_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,12:41:09 13-Jan-2022,12:41:09 13-Jan-2022,00:00:00,70,25.0,Alarm,Diag_Recovery,1,1,0,0,44,NA,MTX-A05,NXP-AUS
102,10061,WARNING10061-Input_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,12:41:09 13-Jan-2022,12:41:09 13-Jan-2022,00:00:00,70,25.0,Alarm,Diag_Recovery,1,1,0,0,44,NA,MTX-A05,NXP-AUS
103,10001,WARNING10001-Left TPS Access Door was detected to be open without first requesting it to be unlocked.  Must re-init to recover.  Please check all door locks and make sure they do not report open when they are pulled on while locked.,SC1_Handler,0,0,Reboot,0,1,0,0,0,12:41:09 13-Jan-2022,12:51:08 13-Jan-2022,00:09:59,70,25.0,Alarm,Diag_Recovery,1,1,0,0,44,NA,MTX-A05,NXP-AUS
104,4496,WARNING4496-TCore communications problem.,SC1_Handler:KryoProxy,0,0,Reboot,0,1,0,0,0,12:41:11 13-Jan-2022,12:51:08 13-Jan-2022,00:09:57,68,25.0,Alarm,Diag_Recovery,1,1,0,0,44,NA,MTX-A05,NXP-AUS
105,9001,WARNING9001-*Configuration Validation Rule Violation has occurred.,Machine:UI,0,0,Reboot,0,1,0,0,0,12:51:38 13-Jan-2022,13:05:12 13-Jan-2022,00:13:34,139,25.0,Productive,Uninit,1,1,0,0,44,NA,MTX-A05,NXP-AUS
106,10062,WARNING10062-Output_Ion Ionizers are off,SC1_Handler:MC,0,0,Reboot,0,1,0,0,0,12:52:50 13-Jan-2022,13:05:12 13-Jan-2022,00:12:22,67,25.0,Productive,Uninit,1,1,0,0,44,NA,MTX-A05,NXP-AUS
